QuestionLink,Title,Score,Tags,Id,Type
https://stackoverflow.com/questions/66600362,RuntimeError: CUDA error: CUBLAS_STATUS_EXECUTION_FAILED when calling `cublasSgemm( handle)` with GPU only,20,<python><pytorch><gpu><conv-neural-network>,66600362,gpu
https://stackoverflow.com/questions/73656975,Pytorch silent data corruption,5,<python><pytorch><gpu>,73656975,gpu
https://stackoverflow.com/questions/72534859,Is GradScaler necessary with Mixed precision training with pytorch?,5,<deep-learning><pytorch><nvidia><apex><torch>,72534859,gpu
https://stackoverflow.com/questions/66900639,Tensorflow stuck on first epoch,1,<python><tensorflow><anaconda><gpu><conda>,66900639,gpu
https://stackoverflow.com/questions/73675303,"Tensorflow recognizes my GPU, but when I use it to train a model RAM usage explodes and crashes",1,<python><tensorflow><gpu><cudnn>,73675303,gpu
https://stackoverflow.com/questions/68962721,"Tensorflow version 2.6.0, cuda version=10.2 not utilizing GPU",2,<python-3.x><tensorflow><installation><gpu>,68962721,gpu
https://stackoverflow.com/questions/66688358,Not able to use Embedding Layer with tf.distribute.MirroredStrategy,1,<python><tensorflow><tensorflow2.0><multi-gpu>,66688358,gpu
https://stackoverflow.com/questions/66087844,Jetson NX optimize tensorflow model using TensorRT,6,<tensorflow><tensorrt><nvidia-jetson>,66087844,gpu
https://stackoverflow.com/questions/65608713,Tensorflow GPU Could not load dynamic library 'cusolver64_10.dll'; dlerror: cusolver64_10.dll not found,29,<python><tensorflow><gpu>,65608713,gpu
https://stackoverflow.com/questions/65621855,system76 ubuntu 20.04 tensorflow gpu cuda version conflicts,3,<tensorflow><ubuntu><cuda><cudnn>,65621855,gpu
https://stackoverflow.com/questions/72101578,Using String parameter for nvidia triton,2,<python><tensorflow><nvidia><tfx><tritonserver>,72101578,gpu
https://stackoverflow.com/questions/63871643,Runtimeerror: Cuda out of memory - problem in code or gpu?,1,<deep-learning><pytorch><cuda><gpu>,63871643,gpu
https://stackoverflow.com/questions/67319297,Switch off the GPU in a running script in python,2,<python><tensorflow><cuda><gpu>,67319297,gpu
https://stackoverflow.com/questions/73678882,why `local_rank` is zero in DDP even I set visible CUDA as 2?,2,<pytorch><cuda><gpu><distributed-computing>,73678882,gpu
https://stackoverflow.com/questions/67045622,tensorflow/stream_executor/cuda/cuda_driver.cc:328] failed call to cuInit: CUDA_ERROR_UNKNOWN: unknown error,11,<python-3.x><gpu><tensorflow2.0><nvidia>,67045622,gpu
https://stackoverflow.com/questions/66801280,GPU memory increasing at each batch (PyTorch),1,<pytorch><out-of-memory><gpu><conv-neural-network><lstm>,66801280,gpu
https://stackoverflow.com/questions/67934005,Pytorch CPU CUDA device load without gpu,2,<python><pytorch><gpu>,67934005,gpu
https://stackoverflow.com/questions/65718838,Tensorflow GPU long startup time,5,<tensorflow><time><gpu><startup><rtx>,65718838,gpu
https://stackoverflow.com/questions/65452289,Why is my GPU getting interrupted when training my data?,2,<python><tensorflow><gpu>,65452289,gpu
https://stackoverflow.com/questions/73543195,"torch.cuda.device_count() returns 2, but torch.load(model_path, map_location='cuda:1') throws an error",2,<pytorch><gpu>,73543195,gpu
https://stackoverflow.com/questions/74065922,CUDA 11.6 not compatible with PyTorch 1.12.1,1,<python><pytorch><cuda><python-poetry>,74065922,gpu
https://stackoverflow.com/questions/63421764,Tensorflow-gpu not detecting GPU?,2,<python-3.x><tensorflow><gpu>,63421764,gpu
https://stackoverflow.com/questions/68546140,Cant train with GPU in TensorFlow,1,<python><tensorflow><gpu><artificial-intelligence>,68546140,gpu
https://stackoverflow.com/questions/72408888,PyTorch: why does running output = model(images) use so much GPU memory?,4,<python><machine-learning><pytorch><gpu>,72408888,gpu
https://stackoverflow.com/questions/68029770,"Onnx to trt - [8] Assertion failed: creator && ""Plugin not found",4,<tensorflow><onnx><nvidia-jetson><tensorrt>,68029770,gpu
https://stackoverflow.com/questions/66625138,GPU Issue Tensorflow 2.4.1,1,<python><tensorflow><gpu>,66625138,gpu
https://stackoverflow.com/questions/73643887,"gpu memory is still occupied after validation phase is finished, pytorch",3,<pytorch><gpu>,73643887,gpu
https://stackoverflow.com/questions/63122486,the tensorflow docker gpu image doesn't detect my GPU,7,<linux><docker><tensorflow><nvidia>,63122486,gpu
https://stackoverflow.com/questions/66132237,Launching the right number of CUDA blocks for a custom PyTorch activation function,1,<c++><cuda><pytorch><libtorch>,66132237,gpu
https://stackoverflow.com/questions/63515767,Tensorflow 2.3.0 does not detect GPU,6,<python><tensorflow><gpu>,63515767,gpu
https://stackoverflow.com/questions/72198387,Why is the actual runtime still cpu after I set cuda for tensor,1,<python><pytorch><gpu>,72198387,gpu
https://stackoverflow.com/questions/62887574,Can numpy arrays run in GPUs?,5,<python><numpy><pytorch><gpu>,62887574,gpu
https://stackoverflow.com/questions/64958934,error when trying to import tensorflow GPU,2,<tensorflow><gpu>,64958934,gpu
https://stackoverflow.com/questions/69919854,"PyTorch with CUDA and Nvidia card: RuntimeError: CUDA error: all CUDA-capable devices are busy or unavailable, but torch.cuda.is_available() is True",2,<pytorch><cuda><nvidia>,69919854,gpu
https://stackoverflow.com/questions/69401285,"""Attempting to perform BLAS operation using StreamExecutor without BLAS support"" error occurs",10,<tensorflow><jupyter-notebook><gpu><tensorflow2.0><blas>,69401285,gpu
https://stackoverflow.com/questions/72344302,"Trying to create optimizer slot variable under the scope for tf.distribute.Strategy, which is different from the scope used for the original variable",1,<python><tensorflow><dcgan><multiple-gpu>,72344302,gpu
https://stackoverflow.com/questions/65503731,Tensorflow on gpu: tf cant find gpu,1,<python><tensorflow><gpu><tensorflow2.0>,65503731,gpu
https://stackoverflow.com/questions/75426868,TensorFlow GPU problem 'libnvinfer.so.7' and ' 'libnvinfer.so.7'' could not load,2,<python><tensorflow><gpu><lib>,75426868,gpu
https://stackoverflow.com/questions/71766129,Dataset gets re-copied to GPU (causing out of memory) when calling to eval twice,4,<tensorflow><gpu><out-of-memory>,71766129,gpu
https://stackoverflow.com/questions/70577039,Lists of PyTorch Lightning sub-models don't get transferred to GPU,2,<python><pytorch><gpu><pytorch-lightning>,70577039,gpu
https://stackoverflow.com/questions/66059593,MultiWorkerMirroredStrategy hangs after starting GRPC server,2,<tensorflow><gpu><distributed-computing><hpc><slurm>,66059593,gpu
https://stackoverflow.com/questions/68119561,Stopping and starting a deep learning google cloud VM instance causes tensorflow to stop recognizing GPU,9,<tensorflow><google-cloud-platform><nvidia><google-dl-platform>,68119561,gpu
https://stackoverflow.com/questions/69896247,Google Cloud Deep Learning On Linux VM throws Unknown Cuda Error,1,<tensorflow><google-cloud-platform><deep-learning><gpu><nvidia>,69896247,gpu
https://stackoverflow.com/questions/76107401,Can we overlap compute operation with memory operation without pinned memory on CPU?,3,<pytorch><cuda><cuda-streams>,76107401,gpu
https://stackoverflow.com/questions/65972233,GPU not captured by TensorFlow,2,<tensorflow><anaconda><gpu><tensorflow2.0>,65972233,gpu
https://stackoverflow.com/questions/65676011,Invoking GPU asm compilation is supported on Cuda non-Windows platforms only. Relying on driver to perform ptx compilation,3,<python><tensorflow><gpu>,65676011,gpu
https://stackoverflow.com/questions/68587087,Specify GCC version for nvcc without root priviledges,1,<gcc><pytorch><cuda><nvcc>,68587087,gpu
https://stackoverflow.com/questions/65470495,"TypeError: Expected binary or unicode string, got 618.0",3,<python><tensorflow><typeerror>,65470495,api
https://stackoverflow.com/questions/66524542,AttributeError: 'str' object has no attribute 'shape' while encoding tensor using BertModel with PyTorch (Hugging Face),3,<python><string><pytorch><attributeerror><huggingface-transformers>,66524542,api
https://stackoverflow.com/questions/63869651,Unable to import modules when using Weights and Biases' sweeps,4,<numpy><keras><modulenotfounderror>,63869651,api
https://stackoverflow.com/questions/74261921,ImportError: libtinfo.so.5: cannot open shared object file: No such file or directory,2,<python-3.x><pytorch><importerror><torch><fast-ai>,74261921,api
https://stackoverflow.com/questions/76199563,TypeError: Input 'y' of 'Sub' Op has type float32 that does not match type uint8 of argument 'x',1,<python><tensorflow><typeerror><generative-adversarial-network>,76199563,api
https://stackoverflow.com/questions/65161746,Why does a DLL error appear when importing tensorflow?,2,<python-3.x><tensorflow><pycharm><windows-10><importerror>,65161746,api
https://stackoverflow.com/questions/67623823,ValueError: Failed to convert a NumPy array to a Tensor (Unsupported object type list),1,<python><numpy><tensorflow><chatbot><valueerror>,67623823,api
https://stackoverflow.com/questions/64576751,Neural Network TypeError: unsupported operand type(s) for +=: 'Dense' and 'str',2,<python><keras><neural-network><typeerror><relu>,64576751,api
https://stackoverflow.com/questions/66015472,problem with nn.ModuleDict ('method' object is not subscriptable),1,<python><oop><pytorch><typeerror>,66015472,api
https://stackoverflow.com/questions/65889068,ValueError while running keras model in Python,1,<python><keras><valueerror>,65889068,api
https://stackoverflow.com/questions/63235060,import efficientnet.keras as efn - AttributeError: module 'keras.utils' has no attribute 'generic_utils',2,<python><keras><error-handling><attributeerror><efficientnet>,63235060,api
