QuestionLink,Title,Score,Tags,Spaced_Tags,Id,Type
https://stackoverflow.com/questions/67887078,Deeplabv3 re-train result is skewed for non-square images,2,<python><tensorflow><deeplab><tensorflow-model-garden>,<python <tensorflow <deeplab <tensorflow-model-garden ,67887078,model
https://stackoverflow.com/questions/73107793,BERT pre-training from scratch with tensorflow version 2.x,2,<python><tensorflow><bert-language-model><tpu>,<python <tensorflow <bert-language-model <tpu ,73107793,model
https://stackoverflow.com/questions/67251401,tflite converter error operation not supported,2,<tensorflow><adb><tensorflow-lite><bert-language-model>,<tensorflow <adb <tensorflow-lite <bert-language-model ,67251401,model
https://stackoverflow.com/questions/65424676,"Pytorch's nn.TransformerEncoder ""src_key_padding_mask"" not functioning as expected",2,<python><nlp><pytorch><transformer-model>,<python <nlp <pytorch <transformer-model ,65424676,model
https://stackoverflow.com/questions/73113261,The essence of learnable positional embedding? Does embedding improve outcomes better?,2,<deep-learning><pytorch><bert-language-model><transformer-model>,<deep-learning <pytorch <bert-language-model <transformer-model ,73113261,model
https://stackoverflow.com/questions/73102413,Loading a modified pretrained model using strict=False in PyTorch,2,<python><deep-learning><pytorch><pre-trained-model>,<python <deep-learning <pytorch <pre-trained-model ,73102413,model
https://stackoverflow.com/questions/73102541,Accessing a specific layer in a pretrained model in PyTorch,2,<python><deep-learning><pytorch><pre-trained-model>,<python <deep-learning <pytorch <pre-trained-model ,73102541,model
https://stackoverflow.com/questions/72503309,Save a Bert model with custom forward function and heads on Hugginface,2,<python><nlp><pytorch><huggingface-transformers><bert-language-model>,<python <nlp <pytorch <huggingface-transformers <bert-language-model ,72503309,model
https://stackoverflow.com/questions/72623363,PyTorch TransformerEncoderLayer different input order gets different results,2,<python><pytorch><transformer-model>,<python <pytorch <transformer-model ,72623363,model
https://stackoverflow.com/questions/66073395,BERT Convert 'SpanAnnotation' to answers using scores from hugging face models,2,<python><pytorch><bert-language-model><huggingface-transformers>,<python <pytorch <bert-language-model <huggingface-transformers ,66073395,model
https://stackoverflow.com/questions/72845812,"bert-base-uncased: TypeError: tuple indices must be integers or slices, not tuple",2,<python><machine-learning><pytorch><huggingface-transformers><bert-language-model>,<python <machine-learning <pytorch <huggingface-transformers <bert-language-model ,72845812,model
https://stackoverflow.com/questions/65262928,Query padding mask and key padding mask in Transformer encoder,2,<python><pytorch><transformer-model><attention-model>,<python <pytorch <transformer-model <attention-model ,65262928,model
https://stackoverflow.com/questions/68797901,Training an Transformer Encoder layer directly and the proper way to pad sequences,2,<deep-learning><pytorch><transformer-model>,<deep-learning <pytorch <transformer-model ,68797901,model
https://stackoverflow.com/questions/72854302,Are the pre-trained layers of the Huggingface BERT models frozen?,2,<nlp><pytorch><huggingface-transformers><bert-language-model>,<nlp <pytorch <huggingface-transformers <bert-language-model ,72854302,model
https://stackoverflow.com/questions/64018723,Any reason to save a pretrained BERT tokenizer?,2,<save><pytorch><bert-language-model><huggingface-tokenizers>,<save <pytorch <bert-language-model <huggingface-tokenizers ,64018723,model
https://stackoverflow.com/questions/69239925,TypeError in torch.argmax() when want to find the tokens with the highest `start` score,2,<python><pytorch><torch><huggingface-transformers><bert-language-model>,<python <pytorch <torch <huggingface-transformers <bert-language-model ,69239925,model
https://stackoverflow.com/questions/72775559,resize_token_embeddings on the a pertrained model with different embedding size,2,<pytorch><huggingface-transformers><bert-language-model><word-embedding><huggingface-tokenizers>,<pytorch <huggingface-transformers <bert-language-model <word-embedding <huggingface-tokenizers ,72775559,model
https://stackoverflow.com/questions/70281385,Issue with loading the Roberta-base model,2,<python><pytorch><roberta-language-model>,<python <pytorch <roberta-language-model ,70281385,model
https://stackoverflow.com/questions/63506321,"Pytorch, get rid of a for loop when adding permutation of one vector to entries of a matrix?",2,<numpy><for-loop><matrix><pytorch><attention-model>,<numpy <for-loop <matrix <pytorch <attention-model ,63506321,model
https://stackoverflow.com/questions/68383634,CUDA error: CUBLAS_STATUS_INVALID_VALUE error when training BERT model using HuggingFace,2,<python><pytorch><sentiment-analysis><bert-language-model>,<python <pytorch <sentiment-analysis <bert-language-model ,68383634,model
https://stackoverflow.com/questions/62931082,GPU memory leakage when creating objects from sentence-transformers,2,<r><python-3.x><pytorch><transformer-model><reticulate>,<r <python-3.x <pytorch <transformer-model <reticulate ,62931082,model
https://stackoverflow.com/questions/65340088,"Multi Head Attention: Correct implementation of Linear Transformations of Q, K, V",2,<neural-network><nlp><pytorch><bert-language-model><attention-model>,<neural-network <nlp <pytorch <bert-language-model <attention-model ,65340088,model
https://stackoverflow.com/questions/65987683,Modifying the Learning Rate in the middle of the Model Training in Deep Learning,2,<deep-learning><pytorch><huggingface-transformers><language-model><gpt-2>,<deep-learning <pytorch <huggingface-transformers <language-model <gpt-2 ,65987683,model
https://stackoverflow.com/questions/69006025,Adding a simple attention layer to a custom resnet 18 architecture causes error in forward pass,2,<python><deep-learning><pytorch><computer-vision><attention-model>,<python <deep-learning <pytorch <computer-vision <attention-model ,69006025,model
https://stackoverflow.com/questions/63869529,Training Loss and Accuracy both decreasing for my transformer model for Time Series Prediction,2,<python-3.x><machine-learning><time-series><pytorch><transformer-model>,<python-3.x <machine-learning <time-series <pytorch <transformer-model ,63869529,model
https://stackoverflow.com/questions/72125011,Efficient pooling operation in Tensorflow : Custom pooling layer,2,<python><tensorflow><tensor><max-pooling>,<python <tensorflow <tensor <max-pooling ,72125011,tensor
https://stackoverflow.com/questions/63553375,Outputting all values of an large tensor in Tensorflow.js,2,<javascript><tensorflow><output><tensor><tensorflow.js>,<javascript <tensorflow <output <tensor <tensorflow.js ,63553375,tensor
https://stackoverflow.com/questions/63415216,List of 2d Tensors to one 3d Tensor,2,<python><tensorflow><tensor><conv-neural-network><word-embedding>,<python <tensorflow <tensor <conv-neural-network <word-embedding ,63415216,tensor
https://stackoverflow.com/questions/70190336,Tensorflow: ZeroDivisionError during concat of singel elements of tensor,2,<python><tensorflow><tensor><tensorflow2.x>,<python <tensorflow <tensor <tensorflow2.x ,70190336,tensor
https://stackoverflow.com/questions/68429691,Error: pixels passed to tf.browser.fromPixels() must be either an HTMLImageElement,2,<javascript><angular><tensor><tensorflow.js><tensorflowjs-converter>,<javascript <angular <tensor <tensorflow.js <tensorflowjs-converter ,68429691,tensor
https://stackoverflow.com/questions/66370996,Input tensor incompatible with Python signature in Tensorflow object detection,2,<python><tensorflow><tensorflow2.0><object-detection><tensor>,<python <tensorflow <tensorflow2.0 <object-detection <tensor ,66370996,tensor
https://stackoverflow.com/questions/67764431,Trouble Understanding broadcasting behavior for tensors,2,<numpy><tensorflow><multiplication><tensor><array-broadcasting>,<numpy <tensorflow <multiplication <tensor <array-broadcasting ,67764431,tensor
https://stackoverflow.com/questions/66472843,What does mean Python inputs incompatible with input_signature,2,<python><tensorflow2.0><tensor>,<python <tensorflow2.0 <tensor ,66472843,tensor
https://stackoverflow.com/questions/69897393,Get values from Tensor using argmax,2,<python><tensorflow><tensorflow2.0><tensor>,<python <tensorflow <tensorflow2.0 <tensor ,69897393,tensor
https://stackoverflow.com/questions/66643157,Any suggestions for multiplying a tensor (along an arbitrary axis) with a matrix in python?,2,<python><numpy><tensorflow><matrix-multiplication><tensor>,<python <numpy <tensorflow <matrix-multiplication <tensor ,66643157,tensor
https://stackoverflow.com/questions/69549126,Tensorflow TypeError: Cannot convert 1e-12 to EagerTensor of dtype int32,2,<python><pandas><numpy><tensorflow><tensor>,<python <pandas <numpy <tensorflow <tensor ,69549126,tensor
https://stackoverflow.com/questions/68291540,tf.reduce_sum() unexpected result with uint8,2,<python><arrays><numpy><tensorflow><tensor>,<python <arrays <numpy <tensorflow <tensor ,68291540,tensor
https://stackoverflow.com/questions/65012728,Tensor power and multiplication in pytorch,2,<python><pytorch><tensor><torch>,<python <pytorch <tensor <torch ,65012728,tensor
https://stackoverflow.com/questions/64430159,torch.cat along negative dimension,2,<python><pytorch><numpy-ndarray><tensor><torchvision>,<python <pytorch <numpy-ndarray <tensor <torchvision ,64430159,tensor
https://stackoverflow.com/questions/72529669,generate 1D tensor as unique index of rows of an 2D tensor,2,<python><pytorch><tensor>,<python <pytorch <tensor ,72529669,tensor
https://stackoverflow.com/questions/73115407,What is the difference between ... and : in Pytorch tensors and numpy indexing,2,<python><numpy><pytorch><tensor>,<python <numpy <pytorch <tensor ,73115407,tensor
https://stackoverflow.com/questions/67104280,Where I can find an intuitive explanation of PyTorch's Tensor.unfold() being used to get image patches?,2,<python><pytorch><tensor><unfold>,<python <pytorch <tensor <unfold ,67104280,tensor
https://stackoverflow.com/questions/71429755,Is there a function to divide a n dimensional tensor with an n-1 dimensional tensor,2,<python><pytorch><tensor>,<python <pytorch <tensor ,71429755,tensor
https://stackoverflow.com/questions/62961992,Best way to convert a tensor from a condensed representation,2,<python><pytorch><tensor><advanced-indexing>,<python <pytorch <tensor <advanced-indexing ,62961992,tensor
https://stackoverflow.com/questions/66363241,Is there a good way to modify some values in a pytorch tensor while preserving the autograd functionality?,2,<python><pytorch><tensor>,<python <pytorch <tensor ,66363241,tensor
https://stackoverflow.com/questions/68264035,Avoid Loop for Selecting Dimensions in a Batch Tensor in PyTorch,2,<python><indexing><pytorch><tensor>,<python <indexing <pytorch <tensor ,68264035,tensor
https://stackoverflow.com/questions/68510107,pytorch - reciprocal of torch.gather,2,<python><arrays><pytorch><tensor><torch>,<python <arrays <pytorch <tensor <torch ,68510107,tensor
https://stackoverflow.com/questions/73725148,Iterating over torch tensor,2,<python><pytorch><iteration><tensor>,<python <pytorch <iteration <tensor ,73725148,tensor
https://stackoverflow.com/questions/67141615,Creating a tensor where each entry is a function of its index,2,<python><indexing><pytorch><tensor><processing-efficiency>,<python <indexing <pytorch <tensor <processing-efficiency ,67141615,tensor
https://stackoverflow.com/questions/65145069,Efficiently filling torch.Tensor at equal index positions,2,<python><machine-learning><pytorch><tensor>,<python <machine-learning <pytorch <tensor ,65145069,tensor
https://stackoverflow.com/questions/67872716,Multiply a 3d tensor with a 2d matrix using torch.matmul,2,<python><pytorch><linear-algebra><tensor>,<python <pytorch <linear-algebra <tensor ,67872716,tensor
https://stackoverflow.com/questions/69260403,Total Variation Regularization for Tensors in Python,2,<python><image><image-processing><pytorch><tensor>,<python <image <image-processing <pytorch <tensor ,69260403,tensor
https://stackoverflow.com/questions/69938529,Extracting tensor data with index in pytorch,2,<pytorch><data-manipulation><tensor>,<pytorch <data-manipulation <tensor ,69938529,tensor
https://stackoverflow.com/questions/66495588,Pytorch pairwise concatenation of tensors,2,<pytorch><concatenation><tensor><pairwise>,<pytorch <concatenation <tensor <pairwise ,66495588,tensor
https://stackoverflow.com/questions/66720543,Pytorch 1D tensors expected but got 2D tensors,2,<python><machine-learning><neural-network><pytorch><tensor>,<python <machine-learning <neural-network <pytorch <tensor ,66720543,tensor
https://stackoverflow.com/questions/74423476,Appending zero rows to a 2D Tensor in PyTorch,2,<python><pytorch><tensor><zero-padding>,<python <pytorch <tensor <zero-padding ,74423476,tensor
https://stackoverflow.com/questions/65517572,Create a knn adjacent matrix in Pytorch,2,<matrix><indexing><pytorch><tensor>,<matrix <indexing <pytorch <tensor ,65517572,tensor
https://stackoverflow.com/questions/63416659,tensor transformation in pytorch?,2,<arrays><multidimensional-array><pytorch><tensor><torch>,<arrays <multidimensional-array <pytorch <tensor <torch ,63416659,tensor
https://stackoverflow.com/questions/67751088,Is reshape() same as contiguous().view()?,2,<pytorch><reshape><tensor><torch>,<pytorch <reshape <tensor <torch ,67751088,tensor
https://stackoverflow.com/questions/71846576,Pytorch dot product across rows from different arrays,2,<python><pytorch><matrix-multiplication><tensor>,<python <pytorch <matrix-multiplication <tensor ,71846576,tensor
https://stackoverflow.com/questions/67399043,Convert one-hot encoded dimension into the index of position of 1,2,<python><pytorch><tensor><argmax>,<python <pytorch <tensor <argmax ,67399043,tensor
https://stackoverflow.com/questions/67327630,Pytorch: smarter way to reduce dimension by reshape,2,<python><deep-learning><pytorch><conv-neural-network><tensor>,<python <deep-learning <pytorch <conv-neural-network <tensor ,67327630,tensor
https://stackoverflow.com/questions/68158155,Pytorch broadcasting command not found,2,<python><numpy><pytorch><tensor><array-broadcasting>,<python <numpy <pytorch <tensor <array-broadcasting ,68158155,tensor
https://stackoverflow.com/questions/63324584,Pinned memory in LibTorch,2,<pytorch><tensor><libtorch>,<pytorch <tensor <libtorch ,63324584,tensor
https://stackoverflow.com/questions/70817268,Predictions become irrational after adding weights to the fit,2,<python><keras><neural-network><training-data><weighted>,<python <keras <neural-network <training-data <weighted ,70817268,training
https://stackoverflow.com/questions/65281281,Keras RandomRotation layer produces black lines?,2,<keras><conv-neural-network><data-augmentation>,<keras <conv-neural-network <data-augmentation ,65281281,training
https://stackoverflow.com/questions/63243042,Why do we use the smooth variable to calculate dice_coef or IoU in keras model?,2,<python><keras><deep-learning><loss-function><coefficients>,<python <keras <deep-learning <loss-function <coefficients ,63243042,training
https://stackoverflow.com/questions/71175695,Tensorflow conv1d/Keras Conv1D strange performance variation,2,<performance><tensorflow><conv1d>,<performance <tensorflow <conv1d ,71175695,training
https://stackoverflow.com/questions/72254129,Tensorflow - range wise regression loss,2,<python><tensorflow><loss-function>,<python <tensorflow <loss-function ,72254129,training
https://stackoverflow.com/questions/68450845,Loss function for binary classification with problem of data imbalance,2,<tensorflow><image-segmentation><loss-function><semantic-segmentation><imbalanced-data>,<tensorflow <image-segmentation <loss-function <semantic-segmentation <imbalanced-data ,68450845,training
https://stackoverflow.com/questions/63581973,Keep same dataset augmentation for input and output in Tensorflow,2,<python><tensorflow><image-processing><autoencoder><data-augmentation>,<python <tensorflow <image-processing <autoencoder <data-augmentation ,63581973,training
https://stackoverflow.com/questions/65200697,Tensorflow Custom Regularization Term comparing the Prediction to the True value,2,<python><tensorflow><machine-learning><conv-neural-network><loss-function>,<python <tensorflow <machine-learning <conv-neural-network <loss-function ,65200697,training
https://stackoverflow.com/questions/64604884,Setting up Adam optimizer in TensorFlow,2,<python><tensorflow><optimization><neural-network>,<python <tensorflow <optimization <neural-network ,64604884,training
https://stackoverflow.com/questions/63205089,I am trying to resume training from a certain checkpoint (Tensorflow) because I'm using Colab and 12 hours aren't enough,2,<python><tensorflow><google-colaboratory><training-data><checkpoint>,<python <tensorflow <google-colaboratory <training-data <checkpoint ,63205089,training
https://stackoverflow.com/questions/74764831,Preprocessing layers with seed not producing the same data augmentation for images and masks,2,<tensorflow><data-augmentation><data-preprocessing><image-masking>,<tensorflow <data-augmentation <data-preprocessing <image-masking ,74764831,training
https://stackoverflow.com/questions/75101952,Minimizing a function using PyTorch Optimizer - Return values are all the same,2,<python><optimization><pytorch>,<python <optimization <pytorch ,75101952,training
https://stackoverflow.com/questions/66726886,pytorch loss accumulated when using mini-batch,2,<pytorch><loss-function><mini-batch>,<pytorch <loss-function <mini-batch ,66726886,training
https://stackoverflow.com/questions/73629330,What exactly is meant by param_groups in pytorch?,2,<pytorch><learning-rate>,<pytorch <learning-rate ,73629330,training
https://stackoverflow.com/questions/69557643,What is the correct way to maximize one loss and minimize another during NN training?,2,<python><machine-learning><neural-network><pytorch><loss-function>,<python <machine-learning <neural-network <pytorch <loss-function ,69557643,training
https://stackoverflow.com/questions/64780471,Trying to pass custom loss but it will not allow me to. AttributeError: 'float' object has no attribute 'backward',2,<python><pytorch><loss><custom-training>,<python <pytorch <loss <custom-training ,64780471,training
https://stackoverflow.com/questions/68727252,cross entropy loss with weight manual calculation,2,<python><pytorch><loss-function><cross-entropy>,<python <pytorch <loss-function <cross-entropy ,68727252,training
https://stackoverflow.com/questions/68951911,does is affect NN training accuracy if the color format of images is BGR not RGB?,2,<pytorch><conv-neural-network><training-data><image-formats>,<pytorch <conv-neural-network <training-data <image-formats ,68951911,training
https://stackoverflow.com/questions/71348500,When does Pytorch initialize parameters?,2,<pytorch><initialization>,<pytorch <initialization ,71348500,training
https://stackoverflow.com/questions/63980931,Output activation function for tensors for multilabel classification,2,<python><pytorch><loss-function>,<python <pytorch <loss-function ,63980931,training
https://stackoverflow.com/questions/66818548,"Trouble implementing ""concurrent"" softmax function from paper (PyTorch)",2,<python><pytorch><normalization><loss-function><softmax>,<python <pytorch <normalization <loss-function <softmax ,66818548,training
https://stackoverflow.com/questions/67173932,model.train() and model.eval() causing nan values,2,<loops><validation><neural-network><pytorch><nan>,<loops <validation <neural-network <pytorch <nan ,67173932,training
https://stackoverflow.com/questions/68929471,Implementing Early Stopping in Pytorch without Torchsample,2,<python><machine-learning><neural-network><pytorch><loss-function>,<python <machine-learning <neural-network <pytorch <loss-function ,68929471,training
https://stackoverflow.com/questions/69433514,Test Intel Extension for Pytorch(IPEX) in multiple-choice from huggingface / transformers,2,<performance><intel><huggingface-transformers><intel-python><intel-pytorch>,<performance <intel <huggingface-transformers <intel-python <intel-pytorch ,69433514,training
https://stackoverflow.com/questions/71168412,Using BatchedPyEnvironment in tf_agents,2,<tensorflow><gpu><reinforcement-learning>,<tensorflow <gpu <reinforcement-learning ,71168412,gpu
https://stackoverflow.com/questions/68640658,Can I update cuda version through conda?,2,<cuda><conda><tensorflow2.0>,<cuda <conda <tensorflow2.0 ,68640658,gpu
https://stackoverflow.com/questions/68962721,"Tensorflow version 2.6.0, cuda version=10.2 not utilizing GPU",2,<python-3.x><tensorflow><installation><gpu>,<python-3.x <tensorflow <installation <gpu ,68962721,gpu
https://stackoverflow.com/questions/74204565,Could not load dynamic library 'libcudart.so.11.0' inside docker container,2,<python><docker><tensorflow><cuda><gpu>,<python <docker <tensorflow <cuda <gpu ,74204565,gpu
https://stackoverflow.com/questions/72126775,Why is cuda-gdb much slower than gdb in executing the same program without breakpoints in CUDA kernels?,2,<python><tensorflow><cuda><gdb><cuda-gdb>,<python <tensorflow <cuda <gdb <cuda-gdb ,72126775,gpu
https://stackoverflow.com/questions/66623226,New Tensorflow 2.4 GPU issues,2,<python><tensorflow><gpu><ubuntu-20.04>,<python <tensorflow <gpu <ubuntu-20.04 ,66623226,gpu
https://stackoverflow.com/questions/63421764,Tensorflow-gpu not detecting GPU?,2,<python-3.x><tensorflow><gpu>,<python-3.x <tensorflow <gpu ,63421764,gpu
https://stackoverflow.com/questions/65972233,GPU not captured by TensorFlow,2,<tensorflow><anaconda><gpu><tensorflow2.0>,<tensorflow <anaconda <gpu <tensorflow2.0 ,65972233,gpu
https://stackoverflow.com/questions/64958934,error when trying to import tensorflow GPU,2,<tensorflow><gpu>,<tensorflow <gpu ,64958934,gpu
https://stackoverflow.com/questions/69812260,"A100 tensorflow gpu error: ""Failed call to cuInit: CUDA_ERROR_NOT_INITIALIZED: initialization error""",2,<python><docker><tensorflow><nvidia-docker>,<python <docker <tensorflow <nvidia-docker ,69812260,gpu
https://stackoverflow.com/questions/72101578,Using String parameter for nvidia triton,2,<python><tensorflow><nvidia><tfx><tritonserver>,<python <tensorflow <nvidia <tfx <tritonserver ,72101578,gpu
https://stackoverflow.com/questions/65452289,Why is my GPU getting interrupted when training my data?,2,<python><tensorflow><gpu>,<python <tensorflow <gpu ,65452289,gpu
https://stackoverflow.com/questions/70615673,"Use of tf.GradientTape() exhausts all the gpu memory, without it it doesn't matter",2,<tensorflow><gpu><tensorflow2.0><gradienttape>,<tensorflow <gpu <tensorflow2.0 <gradienttape ,70615673,gpu
https://stackoverflow.com/questions/67319297,Switch off the GPU in a running script in python,2,<python><tensorflow><cuda><gpu>,<python <tensorflow <cuda <gpu ,67319297,gpu
https://stackoverflow.com/questions/66059593,MultiWorkerMirroredStrategy hangs after starting GRPC server,2,<tensorflow><gpu><distributed-computing><hpc><slurm>,<tensorflow <gpu <distributed-computing <hpc <slurm ,66059593,gpu
https://stackoverflow.com/questions/75426868,TensorFlow GPU problem 'libnvinfer.so.7' and ' 'libnvinfer.so.7'' could not load,2,<python><tensorflow><gpu><lib>,<python <tensorflow <gpu <lib ,75426868,gpu
https://stackoverflow.com/questions/76134365,kernel error in CUDA when moving Tensors to GPU,2,<pytorch><gpu>,<pytorch <gpu ,76134365,gpu
https://stackoverflow.com/questions/68352422,Optimizing my Cuda kernel to sum varying index ranges inside a torch tensor,2,<cuda><pytorch><numba>,<cuda <pytorch <numba ,68352422,gpu
https://stackoverflow.com/questions/73543195,"torch.cuda.device_count() returns 2, but torch.load(model_path, map_location='cuda:1') throws an error",2,<pytorch><gpu>,<pytorch <gpu ,73543195,gpu
https://stackoverflow.com/questions/73678882,why `local_rank` is zero in DDP even I set visible CUDA as 2?,2,<pytorch><cuda><gpu><distributed-computing>,<pytorch <cuda <gpu <distributed-computing ,73678882,gpu
https://stackoverflow.com/questions/67934005,Pytorch CPU CUDA device load without gpu,2,<python><pytorch><gpu>,<python <pytorch <gpu ,67934005,gpu
https://stackoverflow.com/questions/76041406,"YOLOV5 Despite having enough vram, I get RuntimeError: CUDA error: out of memory error even though there is not enough vram",2,<python><deep-learning><pytorch><nvidia><yolov5>,<python <deep-learning <pytorch <nvidia <yolov5 ,76041406,gpu
https://stackoverflow.com/questions/72012334,pytorch CUDA version vs. Nvidia CUDA version,2,<python><pytorch><cuda><conda>,<python <pytorch <cuda <conda ,72012334,gpu
https://stackoverflow.com/questions/70577039,Lists of PyTorch Lightning sub-models don't get transferred to GPU,2,<python><pytorch><gpu><pytorch-lightning>,<python <pytorch <gpu <pytorch-lightning ,70577039,gpu
https://stackoverflow.com/questions/68670866,CUDA out of memory error when reloading Pytorch model,2,<memory><pytorch><gpu><out-of-memory>,<memory <pytorch <gpu <out-of-memory ,68670866,gpu
https://stackoverflow.com/questions/69919854,"PyTorch with CUDA and Nvidia card: RuntimeError: CUDA error: all CUDA-capable devices are busy or unavailable, but torch.cuda.is_available() is True",2,<pytorch><cuda><nvidia>,<pytorch <cuda <nvidia ,69919854,gpu
https://stackoverflow.com/questions/64576751,Neural Network TypeError: unsupported operand type(s) for +=: 'Dense' and 'str',2,<python><keras><neural-network><typeerror><relu>,<python <keras <neural-network <typeerror <relu ,64576751,api
https://stackoverflow.com/questions/63235060,import efficientnet.keras as efn - AttributeError: module 'keras.utils' has no attribute 'generic_utils',2,<python><keras><error-handling><attributeerror><efficientnet>,<python <keras <error-handling <attributeerror <efficientnet ,63235060,api
https://stackoverflow.com/questions/72242669,"ValueError: Shapes (None, 1) and (None, 5) are incompatible in keras",2,<google-colaboratory><tf.keras><valueerror><precision-recall>,<google-colaboratory <tf.keras <valueerror <precision-recall ,72242669,api
https://stackoverflow.com/questions/65161746,Why does a DLL error appear when importing tensorflow?,2,<python-3.x><tensorflow><pycharm><windows-10><importerror>,<python-3.x <tensorflow <pycharm <windows-10 <importerror ,65161746,api
https://stackoverflow.com/questions/69683898,"PyTorch: Checking Model Accuracy Results in ""TypeError: 'bool' object is not iterable.""",2,<python><machine-learning><pytorch><attributeerror><pytorch-dataloader>,<python <machine-learning <pytorch <attributeerror <pytorch-dataloader ,69683898,api
https://stackoverflow.com/questions/74261921,ImportError: libtinfo.so.5: cannot open shared object file: No such file or directory,2,<python-3.x><pytorch><importerror><torch><fast-ai>,<python-3.x <pytorch <importerror <torch <fast-ai ,74261921,api
https://stackoverflow.com/questions/75952814,Can't add random noise to weights inside a Keras Layer,1,<python><tf.keras><keras-layer>,<python <tf.keras <keras-layer ,75952814,model
https://stackoverflow.com/questions/66615069,Keras layers.pop() is not removing layer,1,<keras><neural-network><conv-neural-network><pre-trained-model>,<keras <neural-network <conv-neural-network <pre-trained-model ,66615069,model
https://stackoverflow.com/questions/64686134,keras setting trainable flag on pretrained model,1,<python><machine-learning><keras><conv-neural-network><keras-layer>,<python <machine-learning <keras <conv-neural-network <keras-layer ,64686134,model
https://stackoverflow.com/questions/67730059,"Very different results from same Keras model, built with Sequential or functional style",1,<python><keras><model>,<python <keras <model ,67730059,model
https://stackoverflow.com/questions/66276392,training model for different batch sizes in keras,1,<python><loops><keras><model-fitting>,<python <loops <keras <model-fitting ,66276392,model
https://stackoverflow.com/questions/69704467,Concatenate layer shape error in sequence2sequence model with Keras attention,1,<python><keras><nlp><attention-model><sequence-to-sequence>,<python <keras <nlp <attention-model <sequence-to-sequence ,69704467,model
https://stackoverflow.com/questions/68266490,Dimension of Query and Key Tensor in MultiHeadAttention,1,<keras><deep-learning><nlp><transformer-model><attention-model>,<keras <deep-learning <nlp <transformer-model <attention-model ,68266490,model
https://stackoverflow.com/questions/65767416,Concatenation of ResNet (2D images) with fully-connected network (1D input),1,<python><keras><keras-layer><tf.keras><resnet>,<python <keras <keras-layer <tf.keras <resnet ,65767416,model
https://stackoverflow.com/questions/67102278,"expected ndim=3, found ndim=4. when using K.function() in keras backend to get intermediate layers in a model",1,<keras><nlp><text-classification><keras-layer>,<keras <nlp <text-classification <keras-layer ,67102278,model
https://stackoverflow.com/questions/63388898,Concatenate differently shaped keras layer outputs,1,<python><keras><keras-layer>,<python <keras <keras-layer ,63388898,model
https://stackoverflow.com/questions/63073170,"Test data gives ""Found 0 images in 0 classes"" using flow_from_directory",1,<machine-learning><keras><conv-neural-network><machine-learning-model>,<machine-learning <keras <conv-neural-network <machine-learning-model ,63073170,model
https://stackoverflow.com/questions/68152276,Using roberta model cannot define the model .compile or summary,1,<python><keras><deep-learning><bert-language-model><roberta-language-model>,<python <keras <deep-learning <bert-language-model <roberta-language-model ,68152276,model
https://stackoverflow.com/questions/64351742,What does layer.get_weights() of a Separable convolutional layer means?,1,<machine-learning><keras><conv-neural-network><layer><efficientnet>,<machine-learning <keras <conv-neural-network <layer <efficientnet ,64351742,model
https://stackoverflow.com/questions/71705218,Bert prediction shape not equal to num_samples,1,<python><tensorflow><tensorflow-datasets><bert-language-model><transformer-model>,<python <tensorflow <tensorflow-datasets <bert-language-model <transformer-model ,71705218,model
https://stackoverflow.com/questions/74610068,Tensorflow Multi Head Attention on Inputs: 4 x 5 x 20 x 64 with attention_axes=2 throwing mask dimension error (tf 2.11.0),1,<python><python-3.x><tensorflow><attention-model><self-attention>,<python <python-3.x <tensorflow <attention-model <self-attention ,74610068,model
https://stackoverflow.com/questions/74977873,the evaluation section leds to bug,1,<tensorflow><google-colaboratory><transformer-model>,<tensorflow <google-colaboratory <transformer-model ,74977873,model
https://stackoverflow.com/questions/68054694,Input 0 of layer sequential is incompatible with the layer: expected axis -1 of input shape to have value 3 but received input with shape,1,<python><tensorflow><machine-learning><model><predict>,<python <tensorflow <machine-learning <model <predict ,68054694,model
https://stackoverflow.com/questions/75491528,What does the embedding elements stand for in huggingFace bert model?,1,<tensorflow><nlp><huggingface-transformers><bert-language-model><word-embedding>,<tensorflow <nlp <huggingface-transformers <bert-language-model <word-embedding ,75491528,model
https://stackoverflow.com/questions/67153058,Cannot load BERT from local disk,1,<python><tensorflow><bert-language-model><huggingface-transformers>,<python <tensorflow <bert-language-model <huggingface-transformers ,67153058,model
https://stackoverflow.com/questions/67100017,what does num_epochs means in eval_input_config TF2 object detection API v2,1,<python><tensorflow2.0><object-detection><object-detection-api><tensorflow-model-garden>,<python <tensorflow2.0 <object-detection <object-detection-api <tensorflow-model-garden ,67100017,model
https://stackoverflow.com/questions/67863454,Custom Activation function in tensorflow with learnable parameter for tanh,1,<tensorflow><tensorflow2.0><activation-function>,<tensorflow <tensorflow2.0 <activation-function ,67863454,model
https://stackoverflow.com/questions/72872021,"ValueError: Exception encountered when calling layer ""conv2d_1"" (type Conv2D)",1,<python><image><tensorflow><conv-neural-network><layer>,<python <image <tensorflow <conv-neural-network <layer ,72872021,model
https://stackoverflow.com/questions/72079172,Scikit Learn fit(): Setting an array element with a sequence fit,1,<python><pandas><numpy><tensorflow><bert-language-model>,<python <pandas <numpy <tensorflow <bert-language-model ,72079172,model
https://stackoverflow.com/questions/63268582,Bahdanaus attention in Neural machine translation with attention,1,<tensorflow><deep-learning><attention-model>,<tensorflow <deep-learning <attention-model ,63268582,model
